route,origin,dest,distance_mi,scheduled_flights,route_segment
CMH-TPA,CMH,TPA,829.0,901,"Thin route - reliable, short delay tail"
CMI-DFW,CMI,DFW,692.0,719,"Thin route - reliable, short delay tail"
CMI-ORD,CMI,ORD,135.0,1066,"Thin route - long delay tail, high average delay"
CMX-ORD,CMX,ORD,360.0,792,"Thin route - long delay tail, high average delay"
COD-DEN,COD,DEN,391.0,933,"Thin route - long delay tail, high average delay"
COD-ORD,COD,ORD,1077.0,10,
COS-ATL,COS,ATL,1184.0,589,"Thin route - reliable, short delay tail"
COS-AZA,COS,AZA,543.0,66,
COS-BWI,COS,BWI,1503.0,97,
COS-DAL,COS,DAL,602.0,799,"Thin route - reliable, short delay tail"
COS-DEN,COS,DEN,73.0,5008,"Trunk route - multi-carrier, unreliable"
COS-DFW,COS,DFW,592.0,1933,"Trunk route - multi-carrier, unreliable"
COS-HOU,COS,HOU,829.0,193,
COS-IAH,COS,IAH,809.0,247,
COS-LAS,COS,LAS,604.0,861,"Thin route - reliable, short delay tail"
COS-MDW,COS,MDW,917.0,189,
COS-MSP,COS,MSP,725.0,93,
COS-ORD,COS,ORD,911.0,1001,"Thin route - long delay tail, high average delay"
COS-PHX,COS,PHX,551.0,1001,"Thin route - reliable, short delay tail"
COS-PIE,COS,PIE,1472.0,106,
COS-SAN,COS,SAN,816.0,169,
COS-SAT,COS,SAT,732.0,19,
COS-SLC,COS,SLC,411.0,721,"Thin route - reliable, short delay tail"
COS-SNA,COS,SNA,815.0,93,
COU-BHM,COU,BHM,474.0,1,
COU-CLT,COU,CLT,670.0,71,
COU-DEN,COU,DEN,671.0,309,"Thin route - reliable, short delay tail"
COU-DFW,COU,DFW,490.0,1244,"Thin route - reliable, short delay tail"
COU-ORD,COU,ORD,315.0,1976,"Thin route - long delay tail, high average delay"
COU-SFB,COU,SFB,936.0,17,
COU-VPS,COU,VPS,659.0,17,
CPR-DEN,CPR,DEN,230.0,2600,"Thin route - reliable, short delay tail"
CRP-DEN,CRP,DEN,930.0,85,
CRP-DFW,CRP,DFW,355.0,2512,"Trunk route - multi-carrier, unreliable"
CRP-HOU,CRP,HOU,187.0,976,"Thin route - reliable, short delay tail"
CRP-IAH,CRP,IAH,201.0,540,"Thin route - reliable, short delay tail"
CRW-ATL,CRW,ATL,363.0,235,
CRW-CLT,CRW,CLT,221.0,1142,"Thin route - reliable, short delay tail"
CRW-DCA,CRW,DCA,249.0,341,"Thin route - long delay tail, high average delay"
CRW-ORD,CRW,ORD,416.0,948,"Thin route - long delay tail, high average delay"
CSG-ATL,CSG,ATL,83.0,14,
CVG-ATL,CVG,ATL,373.0,3020,"Thin route - reliable, short delay tail"
CVG-AUS,CVG,AUS,958.0,183,
CVG-AZA,CVG,AZA,1553.0,83,
CVG-BNA,CVG,BNA,230.0,521,"Thin route - reliable, short delay tail"
CVG-BOS,CVG,BOS,752.0,1999,"Trunk route - multi-carrier, unreliable"
CVG-BWI,CVG,BWI,430.0,720,"Thin route - reliable, short delay tail"
CVG-CHS,CVG,CHS,497.0,103,
CVG-CLT,CVG,CLT,335.0,1785,"Trunk route - multi-carrier, unreliable"
CVG-DCA,CVG,DCA,411.0,1017,"Thin route - long delay tail, high average delay"
CVG-DEN,CVG,DEN,1069.0,1504,"Trunk route - multi-carrier, unreliable"
CVG-DFW,CVG,DFW,812.0,1708,"Trunk route - multi-carrier, unreliable"
CVG-DTW,CVG,DTW,229.0,24,
CVG-EWR,CVG,EWR,569.0,514,"Thin route - reliable, short delay tail"
CVG-EYW,CVG,EYW,1013.0,108,
CVG-FLL,CVG,FLL,932.0,988,"Trunk route - multi-carrier, unreliable"
CVG-GUF,CVG,GUF,627.0,114,
CVG-IAD,CVG,IAD,388.0,585,"Thin route - reliable, short delay tail"
CVG-IAH,CVG,IAH,871.0,691,"Thin route - reliable, short delay tail"
CVG-JAX,CVG,JAX,613.0,130,
CVG-JFK,CVG,JFK,589.0,681,"Thin route - reliable, short delay tail"
CVG-LAS,CVG,LAS,1678.0,676,"Thin route - long-haul, rarely cancels"
CVG-LAX,CVG,LAX,1900.0,354,"Thin route - long-haul, rarely cancels"
CVG-LGA,CVG,LGA,585.0,316,"Thin route - long delay tail, high average delay"
CVG-MCO,CVG,MCO,757.0,1795,"Trunk route - multi-carrier, unreliable"
CVG-MDW,CVG,MDW,249.0,538,"Thin route - reliable, short delay tail"
CVG-MIA,CVG,MIA,948.0,983,"Trunk route - multi-carrier, unreliable"
CVG-MLB,CVG,MLB,789.0,107,
CVG-MSP,CVG,MSP,596.0,827,"Thin route - reliable, short delay tail"
CVG-MSY,CVG,MSY,701.0,56,
CVG-MYR,CVG,MYR,489.0,129,
CVG-ORD,CVG,ORD,264.0,4655,"Trunk route - multi-carrier, unreliable"
CVG-ORF,CVG,ORF,485.0,4,
CVG-PBI,CVG,PBI,892.0,85,
CVG-PDX,CVG,PDX,1975.0,45,
CVG-PGD,CVG,PGD,850.0,349,"Thin route - reliable, short delay tail"
CVG-PHL,CVG,PHL,507.0,1258,"Trunk route - multi-carrier, unreliable"
CVG-PHX,CVG,PHX,1569.0,607,"Thin route - long-haul, rarely cancels"
CVG-PIE,CVG,PIE,776.0,351,"Thin route - long delay tail, high average delay"
CVG-RSW,CVG,RSW,879.0,671,"Thin route - reliable, short delay tail"
CVG-SAV,CVG,SAV,515.0,191,
CVG-SEA,CVG,SEA,1965.0,793,"Thin route - long-haul, rarely cancels"
CVG-SFB,CVG,SFB,735.0,351,"Thin route - long delay tail, high average delay"
CVG-SLC,CVG,SLC,1450.0,822,"Thin route - long-haul, rarely cancels"
CVG-SNA,CVG,SNA,1877.0,21,
CVG-SRQ,CVG,SRQ,812.0,309,"Thin route - reliable, short delay tail"
CVG-TPA,CVG,TPA,773.0,729,"Thin route - reliable, short delay tail"
CVG-VPS,CVG,VPS,600.0,416,"Thin route - reliable, short delay tail"
CWA-ORD,CWA,ORD,213.0,1004,"Thin route - reliable, short delay tail"
CYS-DEN,CYS,DEN,90.0,730,"Thin route - reliable, short delay tail"
DAB-ATL,DAB,ATL,366.0,1455,"Thin route - reliable, short delay tail"
DAB-BOS,DAB,BOS,1068.0,240,
DAB-CLT,DAB,CLT,416.0,1398,"Thin route - reliable, short delay tail"
DAB-DCA,DAB,DCA,705.0,5,
DAB-DFW,DAB,DFW,981.0,4,
DAB-DTW,DAB,DTW,908.0,2,
DAB-JFK,DAB,JFK,891.0,240,
DAB-LGA,DAB,LGA,897.0,2,
DAL-ABQ,DAL,ABQ,580.0,1626,"Thin route - reliable, short delay tail"
DAL-AMA,DAL,AMA,323.0,1263,"Thin route - reliable, short delay tail"
DAL-ATL,DAL,ATL,721.0,3350,"Trunk route - multi-carrier, unreliable"
DAL-AUS,DAL,AUS,189.0,2336,"Thin route - reliable, short delay tail"
DAL-BDL,DAL,BDL,1463.0,7,
DAL-BHM,DAL,BHM,587.0,979,"Thin route - long delay tail, high average delay"
DAL-BNA,DAL,BNA,623.0,2433,"Thin route - long delay tail, high average delay"
DAL-BOI,DAL,BOI,1282.0,9,
DAL-BOS,DAL,BOS,1554.0,260,
DAL-BUF,DAL,BUF,1206.0,37,
DAL-BUR,DAL,BUR,1243.0,396,"Thin route - long delay tail, high average delay"
DAL-BWI,DAL,BWI,1209.0,1814,"Thin route - reliable, short delay tail"
DAL-BZN,DAL,BZN,1172.0,18,
DAL-CHS,DAL,CHS,977.0,365,"Thin route - long delay tail, high average delay"
DAL-CLE,DAL,CLE,1015.0,1,
DAL-CLT,DAL,CLT,926.0,377,"Thin route - long delay tail, high average delay"
DAL-CMH,DAL,CMH,919.0,537,"Thin route - long delay tail, high average delay"
DAL-COS,DAL,COS,602.0,799,"Thin route - reliable, short delay tail"
DAL-DCA,DAL,DCA,1184.0,1732,"Thin route - long delay tail, high average delay"
DAL-DEN,DAL,DEN,651.0,2985,"Thin route - long delay tail, high average delay"
DAL-ECP,DAL,ECP,674.0,691,"Thin route - long delay tail, high average delay"
DAL-ELP,DAL,ELP,562.0,1769,"Thin route - reliable, short delay tail"
DAL-FAT,DAL,FAT,1325.0,10,
DAL-FLL,DAL,FLL,1108.0,548,"Thin route - long delay tail, high average delay"
DAL-GEG,DAL,GEG,1486.0,18,
DAL-HDN,DAL,HDN,779.0,63,
DAL-HOU,DAL,HOU,239.0,4053,"Trunk route - multi-carrier, unreliable"
DAL-HRL,DAL,HRL,458.0,378,"Thin route - long delay tail, high average delay"
DAL-IND,DAL,IND,755.0,675,"Thin route - long delay tail, high average delay"
DAL-JAX,DAL,JAX,906.0,350,"Thin route - long delay tail, high average delay"
DAL-LAS,DAL,LAS,1067.0,2857,"Thin route - reliable, short delay tail"
DAL-LAX,DAL,LAX,1246.0,1470,"Thin route - long delay tail, high average delay"
DAL-LBB,DAL,LBB,293.0,1506,"Thin route - reliable, short delay tail"
DAL-LGA,DAL,LGA,1381.0,1536,"Thin route - long delay tail, high average delay"
DAL-LGB,DAL,LGB,1232.0,509,"Thin route - long-haul, rarely cancels"
DAL-LIT,DAL,LIT,296.0,1038,"Thin route - reliable, short delay tail"
DAL-MAF,DAL,MAF,319.0,1352,"Thin route - reliable, short delay tail"
DAL-MCI,DAL,MCI,461.0,2055,"Thin route - reliable, short delay tail"
DAL-MCO,DAL,MCO,973.0,2638,"Thin route - long delay tail, high average delay"
DAL-MDW,DAL,MDW,793.0,2179,"Thin route - long delay tail, high average delay"
DAL-MEM,DAL,MEM,423.0,457,"Thin route - reliable, short delay tail"
DAL-MIA,DAL,MIA,1109.0,417,"Thin route - long delay tail, high average delay"
DAL-MKE,DAL,MKE,850.0,401,"Thin route - long delay tail, high average delay"
DAL-MSP,DAL,MSP,853.0,44,
DAL-MSY,DAL,MSY,437.0,2289,"Thin route - reliable, short delay tail"
DAL-MTJ,DAL,MTJ,733.0,50,
DAL-MYR,DAL,MYR,1038.0,47,
DAL-OAK,DAL,OAK,1468.0,417,"Thin route - long delay tail, high average delay"
DAL-OKC,DAL,OKC,181.0,298,
DAL-OMA,DAL,OMA,586.0,433,"Thin route - long delay tail, high average delay"
DAL-ONT,DAL,ONT,1200.0,399,"Thin route - long delay tail, high average delay"
DAL-ORD,DAL,ORD,798.0,450,"Thin route - reliable, short delay tail"
DAL-ORF,DAL,ORF,1203.0,77,
DAL-PBI,DAL,PBI,1091.0,5,
DAL-PDX,DAL,PDX,1626.0,230,
DAL-PHL,DAL,PHL,1295.0,324,"Thin route - long-haul, rarely cancels"
DAL-PHX,DAL,PHX,879.0,2873,"Trunk route - multi-carrier, unreliable"
DAL-PIT,DAL,PIT,1060.0,366,"Thin route - long delay tail, high average delay"
DAL-PNS,DAL,PNS,592.0,490,"Thin route - long delay tail, high average delay"
DAL-PSP,DAL,PSP,1137.0,3,
DAL-PVD,DAL,PVD,1521.0,8,
DAL-RDU,DAL,RDU,1052.0,421,"Thin route - long delay tail, high average delay"
DAL-RNO,DAL,RNO,1356.0,100,
DAL-RSW,DAL,RSW,1005.0,123,
DAL-SAN,DAL,SAN,1182.0,1577,"Thin route - reliable, short delay tail"
DAL-SAT,DAL,SAT,247.0,2741,"Thin route - reliable, short delay tail"
DAL-SAV,DAL,SAV,915.0,328,"Thin route - long delay tail, high average delay"
DAL-SDF,DAL,SDF,725.0,350,"Thin route - reliable, short delay tail"
DAL-SEA,DAL,SEA,1670.0,219,
DAL-SFO,DAL,SFO,1476.0,149,
DAL-SJC,DAL,SJC,1450.0,427,"Thin route - long delay tail, high average delay"
DAL-SLC,DAL,SLC,999.0,674,"Thin route - reliable, short delay tail"
DAL-SMF,DAL,SMF,1442.0,660,"Thin route - long-haul, rarely cancels"
DAL-SNA,DAL,SNA,1216.0,364,"Thin route - long-haul, rarely cancels"
DAL-SRQ,DAL,SRQ,934.0,119,
DAL-STL,DAL,STL,546.0,1939,"Thin route - reliable, short delay tail"
DAL-TPA,DAL,TPA,917.0,1286,"Thin route - long delay tail, high average delay"
DAL-TUL,DAL,TUL,237.0,1049,"Thin route - reliable, short delay tail"
DAL-TUS,DAL,TUS,824.0,221,
DAL-TYS,DAL,TYS,762.0,149,
DAL-VPS,DAL,VPS,630.0,445,"Thin route - reliable, short delay tail"
DAY-ATL,DAY,ATL,432.0,1402,"Thin route - reliable, short delay tail"
DAY-CLT,DAY,CLT,370.0,1369,"Thin route - reliable, short delay tail"
DAY-DCA,DAY,DCA,391.0,964,"Thin route - long delay tail, high average delay"
DAY-DEN,DAY,DEN,1085.0,365,"Thin route - reliable, short delay tail"
DAY-DFW,DAY,DFW,861.0,1356,"Thin route - reliable, short delay tail"
DAY-LGA,DAY,LGA,549.0,23,
DAY-MYR,DAY,MYR,520.0,21,
DAY-ORD,DAY,ORD,240.0,1781,"Thin route - long delay tail, high average delay"
DAY-PGD,DAY,PGD,904.0,95,
DAY-PHL,DAY,PHL,477.0,356,"Thin route - reliable, short delay tail"
DAY-PIE,DAY,PIE,831.0,106,
DAY-SFB,DAY,SFB,785.0,80,
DCA-ACK,DCA,ACK,405.0,283,
DCA-AGS,DCA,AGS,468.0,348,"Thin route - long delay tail, high average delay"
DCA-ALB,DCA,ALB,318.0,1185,"Thin route - long delay tail, high average delay"
DCA-ATL,DCA,ATL,547.0,6801,"Trunk route - multi-carrier, unreliable"
DCA-AUS,DCA,AUS,1315.0,364,"Thin route - long delay tail, high average delay"
DCA-AVL,DCA,AVL,384.0,522,"Thin route - long delay tail, high average delay"
DCA-BDL,DCA,BDL,313.0,1707,"Thin route - long delay tail, high average delay"
DCA-BGR,DCA,BGR,590.0,1116,"Thin route - long delay tail, high average delay"
DCA-BHM,DCA,BHM,653.0,1046,"Thin route - long delay tail, high average delay"
DCA-BNA,DCA,BNA,562.0,4354,"Trunk route - multi-carrier, unreliable"
DCA-BOS,DCA,BOS,399.0,9090,"Trunk route - multi-carrier, unreliable"
DCA-BTR,DCA,BTR,985.0,308,"Thin route - long delay tail, high average delay"
DCA-BTV,DCA,BTV,437.0,1144,"Thin route - long delay tail, high average delay"
DCA-BUF,DCA,BUF,296.0,1134,"Thin route - long delay tail, high average delay"
DCA-CAE,DCA,CAE,408.0,1091,"Thin route - long delay tail, high average delay"
DCA-CAK,DCA,CAK,274.0,324,"Thin route - long delay tail, high average delay"
DCA-CHA,DCA,CHA,523.0,300,"Thin route - long delay tail, high average delay"
DCA-CHS,DCA,CHS,444.0,1751,"Thin route - long delay tail, high average delay"
DCA-CID,DCA,CID,801.0,362,"Thin route - reliable, short delay tail"
DCA-CLE,DCA,CLE,310.0,1610,"Thin route - long delay tail, high average delay"
DCA-CLT,DCA,CLT,331.0,2673,"Trunk route - multi-carrier, unreliable"
DCA-CMH,DCA,CMH,323.0,2052,"Trunk route - multi-carrier, unreliable"
DCA-CRW,DCA,CRW,249.0,340,"Thin route - long delay tail, high average delay"
DCA-CVG,DCA,CVG,411.0,1019,"Thin route - long delay tail, high average delay"
DCA-DAB,DCA,DAB,705.0,5,
DCA-DAL,DCA,DAL,1184.0,1733,"Thin route - long delay tail, high average delay"
DCA-DAY,DCA,DAY,391.0,961,"Thin route - long delay tail, high average delay"
DCA-DEN,DCA,DEN,1476.0,1346,"Thin route - long-haul, rarely cancels"
DCA-DFW,DCA,DFW,1192.0,3301,"Trunk route - multi-carrier, unreliable"
DCA-DSM,DCA,DSM,897.0,702,"Thin route - long delay tail, high average delay"
DCA-DTW,DCA,DTW,405.0,2976,"Trunk route - multi-carrier, unreliable"
DCA-ECP,DCA,ECP,769.0,388,"Thin route - long delay tail, high average delay"
DCA-EWR,DCA,EWR,199.0,278,
DCA-EYW,DCA,EYW,1023.0,590,"Thin route - reliable, short delay tail"
DCA-FLL,DCA,FLL,899.0,2307,"Thin route - long delay tail, high average delay"
DCA-GRB,DCA,GRB,692.0,2,
DCA-GRR,DCA,GRR,524.0,730,"Thin route - long delay tail, high average delay"
DCA-GSO,DCA,GSO,248.0,795,"Thin route - long delay tail, high average delay"
DCA-GSP,DCA,GSP,396.0,1018,"Thin route - long delay tail, high average delay"
DCA-HHH,DCA,HHH,501.0,330,"Thin route - reliable, short delay tail"
DCA-HOU,DCA,HOU,1218.0,1053,"Thin route - reliable, short delay tail"
DCA-HPN,DCA,HPN,234.0,1359,"Thin route - long delay tail, high average delay"
DCA-HSV,DCA,HSV,613.0,1317,"Thin route - long delay tail, high average delay"
DCA-HYA,DCA,HYA,407.0,106,
DCA-IAH,DCA,IAH,1208.0,3277,"Trunk route - multi-carrier, unreliable"
DCA-ICT,DCA,ICT,1110.0,312,"Thin route - long delay tail, high average delay"
DCA-ILM,DCA,ILM,320.0,880,"Thin route - long delay tail, high average delay"
DCA-IND,DCA,IND,500.0,2023,"Trunk route - multi-carrier, unreliable"
DCA-JAN,DCA,JAN,860.0,302,"Thin route - long delay tail, high average delay"
DCA-JAX,DCA,JAX,634.0,1462,"Trunk route - multi-carrier, unreliable"
DCA-JFK,DCA,JFK,213.0,2488,"Trunk route - multi-carrier, unreliable"
DCA-LAN,DCA,LAN,479.0,298,
DCA-LAS,DCA,LAS,2089.0,729,"Thin route - long-haul, rarely cancels"
DCA-LAX,DCA,LAX,2311.0,1454,"Thin route - long-haul, rarely cancels"
DCA-LEX,DCA,LEX,414.0,304,"Thin route - long delay tail, high average delay"
DCA-LGA,DCA,LGA,214.0,4832,"Thin route - long delay tail, high average delay"
DCA-LIT,DCA,LIT,888.0,364,"Thin route - long delay tail, high average delay"
DCA-MCI,DCA,MCI,949.0,1929,"Trunk route - multi-carrier, unreliable"
DCA-MCO,DCA,MCO,759.0,4579,"Trunk route - multi-carrier, unreliable"
DCA-MDW,DCA,MDW,601.0,2099,"Thin route - reliable, short delay tail"
DCA-MEM,DCA,MEM,762.0,1126,"Thin route - long delay tail, high average delay"
DCA-MGM,DCA,MGM,693.0,294,
DCA-MHT,DCA,MHT,406.0,1082,"Thin route - long delay tail, high average delay"
DCA-MIA,DCA,MIA,919.0,3955,"Trunk route - multi-carrier, unreliable"
DCA-MKE,DCA,MKE,634.0,1347,"Trunk route - multi-carrier, unreliable"
DCA-MSN,DCA,MSN,707.0,1213,"Thin route - long delay tail, high average delay"
DCA-MSP,DCA,MSP,931.0,2600,"Trunk route - multi-carrier, unreliable"
DCA-MSY,DCA,MSY,969.0,1947,"Trunk route - multi-carrier, unreliable"
DCA-MVY,DCA,MVY,383.0,271,
DCA-MYR,DCA,MYR,372.0,754,"Trunk route - multi-carrier, unreliable"
DCA-OKC,DCA,OKC,1158.0,691,"Thin route - long delay tail, high average delay"
DCA-OMA,DCA,OMA,1012.0,645,"Thin route - long delay tail, high average delay"
DCA-ORD,DCA,ORD,612.0,7048,"Trunk route - multi-carrier, unreliable"
DCA-ORF,DCA,ORF,142.0,1041,"Thin route - long delay tail, high average delay"
DCA-PBI,DCA,PBI,857.0,1805,"Trunk route - multi-carrier, unreliable"
DCA-PDX,DCA,PDX,2350.0,363,"Thin route - long-haul, rarely cancels"
DCA-PHL,DCA,PHL,120.0,790,"Thin route - long delay tail, high average delay"
DCA-PHX,DCA,PHX,1979.0,1086,"Thin route - long-haul, rarely cancels"
DCA-PIT,DCA,PIT,204.0,1431,"Trunk route - multi-carrier, unreliable"
DCA-PNS,DCA,PNS,816.0,1074,"Thin route - long delay tail, high average delay"
DCA-PVD,DCA,PVD,356.0,2423,"Trunk route - multi-carrier, unreliable"
DCA-PWM,DCA,PWM,482.0,1159,"Thin route - long delay tail, high average delay"
DCA-RDU,DCA,RDU,227.0,2010,"Thin route - long delay tail, high average delay"
DCA-ROC,DCA,ROC,296.0,1032,"Thin route - long delay tail, high average delay"
DCA-RSW,DCA,RSW,892.0,831,"Trunk route - multi-carrier, unreliable"
DCA-SAN,DCA,SAN,2276.0,364,"Thin route - long-haul, rarely cancels"
DCA-SAT,DCA,SAT,1380.0,350,"Thin route - long delay tail, high average delay"
DCA-SAV,DCA,SAV,519.0,1105,"Thin route - long delay tail, high average delay"
DCA-SBN,DCA,SBN,528.0,16,
DCA-SDF,DCA,SDF,474.0,1031,"Trunk route - multi-carrier, unreliable"
DCA-SEA,DCA,SEA,2329.0,1092,"Thin route - long-haul, rarely cancels"
DCA-SFO,DCA,SFO,2442.0,1090,"Thin route - long-haul, rarely cancels"
DCA-SJU,DCA,SJU,1554.0,364,"Thin route - long delay tail, high average delay"
DCA-SLC,DCA,SLC,1851.0,364,"Thin route - long-haul, rarely cancels"
DCA-SRQ,DCA,SRQ,851.0,465,"Thin route - reliable, short delay tail"
DCA-STL,DCA,STL,719.0,2414,"Trunk route - multi-carrier, unreliable"
DCA-SYR,DCA,SYR,298.0,1029,"Thin route - long delay tail, high average delay"
DCA-TLH,DCA,TLH,716.0,365,"Thin route - long delay tail, high average delay"
DCA-TPA,DCA,TPA,814.0,2243,"Trunk route - multi-carrier, unreliable"
DCA-TUL,DCA,TUL,1050.0,400,"Thin route - long delay tail, high average delay"
DCA-TVC,DCA,TVC,599.0,155,
DCA-TYS,DCA,TYS,437.0,1021,"Thin route - long delay tail, high average delay"
DCA-VPS,DCA,VPS,789.0,369,"Thin route - reliable, short delay tail"
DCA-XNA,DCA,XNA,963.0,365,"Thin route - long delay tail, high average delay"
DDC-DEN,DDC,DEN,292.0,627,"Thin route - long delay tail, high average delay"
DEC-ORD,DEC,ORD,156.0,627,"Thin route - long delay tail, high average delay"
DEN-ABE,DEN,ABE,1539.0,46,
DEN-ABI,DEN,ABI,584.0,274,
DEN-ABQ,DEN,ABQ,349.0,3201,"Trunk route - multi-carrier, unreliable"
DEN-ACV,DEN,ACV,1026.0,369,"Thin route - reliable, short delay tail"
DEN-ALB,DEN,ALB,1610.0,319,"Thin route - long delay tail, high average delay"
DEN-AMA,DEN,AMA,359.0,684,"Thin route - reliable, short delay tail"
DEN-ANC,DEN,ANC,2405.0,795,"Thin route - long-haul, rarely cancels"
DEN-ASE,DEN,ASE,125.0,2724,"Thin route - long delay tail, high average delay"
DEN-ATL,DEN,ATL,1199.0,5602,"Trunk route - multi-carrier, unreliable"
DEN-ATW,DEN,ATW,883.0,411,"Thin route - long delay tail, high average delay"
DEN-ATY,DEN,ATY,519.0,362,"Thin route - reliable, short delay tail"
DEN-AUS,DEN,AUS,775.0,5394,"Trunk route - multi-carrier, unreliable"
DEN-AVL,DEN,AVL,1248.0,427,"Thin route - reliable, short delay tail"
DEN-BDL,DEN,BDL,1671.0,890,"Thin route - long-haul, rarely cancels"
DEN-BFF,DEN,BFF,150.0,626,"Thin route - reliable, short delay tail"
DEN-BFL,DEN,BFL,845.0,730,"Thin route - reliable, short delay tail"
DEN-BGR,DEN,BGR,1852.0,5,
DEN-BHM,DEN,BHM,1083.0,1218,"Trunk route - multi-carrier, unreliable"
DEN-BIH,DEN,BIH,760.0,155,
DEN-BIL,DEN,BIL,455.0,1778,"Thin route - reliable, short delay tail"
DEN-BIS,DEN,BIS,516.0,1466,"Thin route - long delay tail, high average delay"
DEN-BNA,DEN,BNA,1013.0,3641,"Trunk route - multi-carrier, unreliable"
DEN-BOI,DEN,BOI,649.0,3037,"Trunk route - multi-carrier, unreliable"
DEN-BOS,DEN,BOS,1754.0,3872,"Trunk route - multi-carrier, unreliable"
DEN-BTM,DEN,BTM,578.0,365,"Thin route - long delay tail, high average delay"
DEN-BTV,DEN,BTV,1639.0,219,
DEN-BUF,DEN,BUF,1359.0,587,"Thin route - long delay tail, high average delay"
